"uf","sexo","idade","cor_raca","numero_trabalhos","ocupacao","posicao","ativi_principal","empressa_com_CNPJ","servidor_publico","carteira","hrs_trab_princ","anos_estudo","posicao_ocupacao","grupo_atividade","grupo_ocupacao","rendimento_mensal"
12,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,1,54,4,2,6111,6,1101,2,NA,NA,16,2,9,1,6,150
12,2,46,4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
12,1,19,4,2,9211,7,1101,2,NA,NA,24,11,10,1,9,NA
12,1,17,4,2,9211,7,1101,2,NA,NA,24,8,10,1,9,NA
12,1,47,4,1,6111,6,1999,2,NA,NA,45,2,9,1,6,1500
12,2,48,4,1,9211,7,1999,2,NA,NA,40,4,10,1,9,NA
12,2,25,4,1,9211,7,1999,2,NA,NA,32,11,10,1,9,NA
12,1,24,4,1,9211,7,1999,2,NA,NA,63,11,10,1,9,NA
12,2,22,4,1,9211,7,1999,2,NA,NA,30,11,10,1,9,NA
12,1,21,4,1,9211,7,1999,2,NA,NA,53,11,10,1,9,NA
12,1,30,4,2,9211,3,1401,2,NA,2,45,2,2,1,9,400
12,2,27,4,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA
12,2,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,1,6,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,1,70,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,2,50,4,1,6111,6,1109,2,NA,NA,9,0,9,1,6,60
12,1,19,4,1,9212,3,1401,2,NA,2,45,11,2,1,9,450
12,2,46,1,1,9111,1,97000,NA,NA,2,30,4,4,11,9,120
12,1,50,2,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,1,22,1,1,9213,6,1401,2,NA,NA,35,11,9,1,9,1000
12,2,36,1,1,5120,1,97000,NA,NA,1,44,8,3,11,5,800
12,2,20,1,1,5230,3,48080,1,NA,1,42,11,1,4,5,850
12,1,27,1,1,5223,6,48030,2,NA,NA,60,11,9,4,5,1200
12,2,21,4,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA
12,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,1,45,4,1,8219,3,48073,1,NA,1,51,11,1,4,8,622
12,2,27,4,1,9111,1,97000,NA,NA,2,15,5,4,11,9,150
12,1,11,4,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
12,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2,9,4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
12,2,36,4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
12,1,31,1,1,7115,3,41000,1,NA,1,44,4,1,3,7,750
12,2,10,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,2,7,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2,45,4,1,9112,6,81011,1,NA,NA,35,4,9,7,9,622
12,2,19,4,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA
12,2,18,4,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA
12,2,10,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
12,1,50,1,1,3112,3,41000,1,NA,1,45,8,1,3,3,700
12,2,33,4,1,9111,1,97000,NA,NA,2,40,8,4,11,9,750
12,1,81,4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
12,2,63,4,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
12,1,21,4,1,9112,3,41000,1,NA,1,46,7,1,3,9,700
12,2,21,4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA
12,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,1,46,4,1,5412,4,84016,NA,1,NA,48,12,7,8,5,2800
12,2,38,4,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA
12,2,21,5,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA
12,1,21,4,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA
12,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2,33,4,1,9111,1,97000,NA,NA,1,44,14,3,11,9,622
12,2,12,1,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA
12,2,42,4,1,4226,3,86002,1,NA,1,34,8,1,9,4,680
12,1,44,4,1,9112,3,43000,1,NA,1,46,11,1,3,9,680
12,2,23,4,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA
12,1,21,4,1,9313,6,49030,2,NA,NA,48,11,9,5,9,1000
12,2,24,4,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA
12,1,22,1,1,9313,3,41000,1,NA,1,44,10,1,3,9,650
12,2,38,4,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA
12,1,70,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,2,92,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,1,22,4,1,7515,3,10010,1,NA,1,44,11,1,2,7,1244
12,1,23,4,1,7126,3,43000,1,NA,1,48,8,1,3,7,1110
12,2,18,4,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA
12,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,1,64,4,1,7522,3,31000,2,NA,2,44,0,2,2,7,400
12,2,40,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,1,30,4,1,5221,6,56011,1,NA,NA,50,6,9,6,5,3000
12,2,23,4,1,1219,6,56011,2,NA,NA,30,11,9,6,1,400
12,2,10,4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA
12,2,8,4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
12,1,21,4,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA
12,2,34,4,1,5112,3,49030,1,NA,1,40,8,1,5,5,800
12,1,10,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
12,2,10,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
12,2,39,1,1,5223,7,48030,1,NA,NA,52,8,10,4,5,NA
12,1,34,1,1,5221,5,48030,1,NA,NA,52,8,8,4,5,4500
12,1,8,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
12,2,13,4,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA
12,2,17,4,1,5230,7,48030,1,NA,NA,18,8,10,4,5,NA
12,1,31,4,1,9313,3,41000,1,NA,2,48,0,2,3,9,800
12,2,41,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,1,18,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,2,49,4,1,1412,5,56011,1,NA,NA,56,4,8,6,1,3000
12,1,31,4,1,5246,7,56011,1,NA,NA,56,8,10,6,5,NA
12,1,29,4,1,5112,3,49030,1,NA,1,48,8,1,5,5,800
12,1,21,4,1,5246,7,56011,1,NA,NA,8,8,10,6,5,NA
12,2,16,4,1,5230,7,56011,1,NA,NA,20,9,10,6,5,NA
12,2,44,4,1,5120,7,56011,1,NA,NA,28,7,10,6,5,NA
12,2,22,4,1,4321,4,84012,NA,1,NA,48,15,7,8,4,1200
12,2,15,4,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA
12,1,77,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,2,73,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,1,40,4,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
12,2,12,1,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA
12,1,28,1,1,7412,6,42000,2,NA,NA,44,11,9,3,7,900
12,2,27,4,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA
12,2,10,4,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
12,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,1,44,2,1,5414,4,84013,NA,1,NA,36,4,7,8,5,750
12,2,18,4,1,5131,3,56011,2,NA,2,54,10,2,6,5,400
12,2,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2,15,4,1,5311,1,97000,NA,NA,2,8,10,4,11,5,100
12,1,37,4,1,5141,6,96020,2,NA,NA,44,0,9,10,5,622
12,2,31,4,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA
12,1,16,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,2,12,4,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA
12,2,42,4,1,9112,3,48030,1,NA,1,44,0,1,4,9,622
12,2,20,4,1,4225,3,93020,1,NA,1,36,11,1,10,4,622
12,1,16,4,1,9313,6,41000,2,NA,NA,54,7,9,3,9,600
12,2,29,4,1,7512,3,48030,1,NA,2,46,11,2,4,7,622
12,1,11,4,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
12,2,39,4,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA
12,2,46,4,1,9111,1,97000,NA,NA,1,36,0,3,11,9,622
12,2,45,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,1,39,1,1,5223,6,48030,1,NA,NA,40,11,9,4,5,3000
12,2,31,4,1,1412,6,56011,1,NA,NA,24,11,9,6,1,1200
12,1,12,4,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA
12,2,6,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,2,46,4,1,9111,1,97000,NA,NA,2,20,8,4,11,9,500
12,2,46,4,1,9111,1,97000,NA,NA,2,30,4,4,11,9,550
12,1,19,2,1,7112,6,48073,2,NA,NA,35,11,9,4,7,622
12,2,50,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,2,29,4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA
12,1,9,4,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
12,2,7,4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
12,2,39,4,1,5221,6,48079,1,NA,NA,24,11,9,4,5,2200
12,1,84,4,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA
12,1,20,4,1,5223,3,48042,1,NA,1,51,3,1,4,5,750
12,2,17,4,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA
12,1,16,4,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA
12,2,46,4,1,9111,1,97000,NA,NA,1,50,0,3,11,9,622
12,2,29,4,1,9111,1,97000,NA,NA,1,50,11,3,11,9,622
12,2,10,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
12,2,8,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,2,70,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
12,1,35,1,1,3513,6,62000,2,NA,NA,48,15,9,7,3,1000
12,2,22,4,1,2421,3,61000,1,NA,1,40,15,1,7,2,800
12,1,21,1,1,1221,3,45010,1,NA,1,44,13,1,4,1,4000
12,2,8,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,1,62,4,1,5223,3,48073,1,NA,2,46,8,2,4,5,1500
12,2,45,4,1,5221,6,48071,2,NA,NA,30,11,9,4,5,622
12,1,26,4,1,9510,4,82009,NA,2,2,46,12,6,7,9,700
12,2,24,1,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA
12,2,18,4,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA
12,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,1,61,4,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA
12,2,51,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
12,2,33,1,1,5223,3,48042,2,NA,1,48,11,1,4,5,622
12,2,30,4,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA
12,1,13,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,2,6,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,2,69,1,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
12,2,42,1,1,2221,4,86001,NA,1,NA,48,15,7,9,2,3000
12,1,22,1,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA
12,2,17,1,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA
12,1,43,4,1,1219,6,48079,2,NA,NA,48,11,9,4,1,3000
12,2,36,1,1,5412,4,84016,NA,1,NA,40,15,7,8,5,2400
12,2,18,4,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA
12,2,38,4,1,9111,1,97000,NA,NA,2,34,11,4,11,9,400
12,2,16,1,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA
12,2,29,4,1,4415,4,84013,NA,NA,2,40,15,6,8,4,1000
12,1,93,4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA
12,2,83,1,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA
12,1,48,4,1,5412,4,84016,NA,1,NA,48,15,7,8,5,3000
12,2,45,4,1,3411,4,69000,NA,1,NA,40,14,7,7,3,2000
12,2,21,4,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA
12,2,80,2,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,2,20,4,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA
12,1,61,1,1,7115,5,43000,2,NA,NA,46,11,8,3,7,1000
12,2,61,4,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA
12,2,25,1,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA
12,1,22,1,1,4110,4,85014,NA,NA,2,20,14,6,9,4,400
12,1,30,1,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA
12,1,25,1,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA
12,1,23,1,1,0,4,85014,NA,2,2,20,14,6,9,11,400
12,2,34,4,1,4110,3,60001,1,NA,1,8,11,1,7,4,700
12,1,17,4,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA
12,2,12,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,1,36,1,1,9112,3,73010,1,NA,2,32,13,2,7,9,300
12,1,22,1,1,8332,3,73010,1,NA,2,32,11,2,7,8,300
12,2,46,4,2,2341,4,85012,NA,1,NA,20,15,7,9,2,2000
12,1,28,4,1,9112,3,96030,1,NA,1,24,11,1,10,9,800
12,2,54,1,2,4110,4,85012,NA,2,1,20,15,5,9,4,2550
12,2,28,1,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA
12,2,5,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,2,29,4,1,5230,3,48080,1,NA,1,48,11,1,4,5,622
12,1,39,4,1,7231,6,45020,1,NA,NA,72,11,9,4,7,1000
12,2,11,4,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
12,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2,71,1,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA
12,1,69,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
12,2,33,4,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA
12,1,32,4,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA
12,2,15,4,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA
12,2,6,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,1,79,1,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA
12,2,66,4,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA
12,1,14,4,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA
12,1,53,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,2,51,4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA
12,1,25,4,1,7511,3,10010,1,NA,1,48,10,1,2,7,622
12,1,56,4,1,3352,4,84013,NA,NA,2,40,11,6,8,3,730
12,2,35,4,1,4110,4,85012,NA,1,NA,20,14,7,9,4,640
12,1,34,4,3,2221,3,86001,2,NA,1,42,15,1,9,2,2400
12,1,12,4,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
12,2,66,4,1,8153,6,14001,2,NA,NA,40,2,9,2,8,150
12,2,32,1,2,2330,3,85013,1,NA,2,25,15,2,9,2,900
12,2,20,4,1,5243,3,61000,1,NA,2,66,11,2,7,5,750
12,1,31,4,1,3352,4,84013,NA,NA,2,32,11,6,8,3,1200
12,2,31,3,1,4132,4,84013,NA,NA,2,48,11,6,8,4,900
12,1,33,1,1,1420,5,48073,1,NA,NA,58,2,8,4,1,2500
12,2,37,1,1,1420,3,48073,1,NA,2,48,15,2,4,1,1800
12,2,10,1,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
12,2,7,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
12,1,19,1,1,5223,3,48073,1,NA,2,48,10,2,4,5,622
12,2,58,4,1,5321,4,86001,NA,2,1,36,8,5,9,5,700
12,2,16,4,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA
12,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,1,85,1,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA
12,2,64,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
12,1,59,4,1,1321,3,19030,1,NA,1,40,11,1,2,1,5000
12,2,34,4,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA
12,1,6,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,1,29,4,1,7412,3,19030,1,NA,1,40,11,1,2,7,2200
12,1,54,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,2,49,4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA
12,1,24,4,1,5243,6,43000,2,NA,NA,48,8,9,3,5,400
12,2,19,4,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA
12,1,46,4,1,6111,6,1119,2,NA,NA,48,4,9,1,6,550
12,2,37,4,1,6111,7,1119,2,NA,NA,36,6,10,1,6,NA
12,2,12,4,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA
12,2,7,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,2,23,1,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA
12,1,27,4,1,5223,6,48030,1,NA,NA,50,11,9,4,5,1100
12,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,1,55,4,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA
12,1,50,4,1,8332,3,48030,1,NA,1,48,5,1,4,8,950
12,2,52,4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA
12,1,27,4,1,5414,3,48080,1,NA,1,63,11,1,4,5,1100
12,1,23,4,1,8332,4,84012,NA,NA,1,60,11,5,8,8,1100
12,1,31,4,1,5413,4,84016,NA,1,NA,36,11,7,8,5,2000
12,2,32,4,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA
12,2,12,4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA
12,1,6,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,2,38,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
12,1,34,4,1,9333,6,48042,2,NA,NA,56,0,9,4,9,1000
12,2,7,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,1,19,4,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA
12,2,15,4,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA
12,1,51,4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA
12,1,32,4,1,9112,3,1119,1,NA,1,45,4,1,1,9,622
12,2,44,4,1,4223,4,86001,NA,1,NA,36,4,7,9,4,900
12,2,7,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,1,70,4,1,6112,6,1110,2,NA,NA,51,0,9,1,6,500
12,2,51,4,1,6112,7,1110,2,NA,NA,41,0,10,1,6,NA
12,1,16,4,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA
12,1,15,4,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA
12,1,53,4,2,6111,6,1108,2,NA,NA,20,0,9,1,6,NA
12,2,49,2,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,2,25,4,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA
12,2,23,4,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA
12,1,19,4,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA
12,2,10,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
12,2,10,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
12,1,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2,47,4,1,6111,6,1108,2,NA,NA,48,4,9,1,6,NA
12,2,15,1,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
12,1,13,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
12,1,10,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
12,1,7,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2,38,4,1,6111,6,1101,2,NA,NA,40,4,9,1,6,NA
12,1,19,4,1,3142,7,1101,2,NA,NA,24,6,10,1,3,NA
12,2,18,4,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA
12,1,16,4,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA
12,1,13,4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA
12,1,11,4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA
12,2,10,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
12,2,8,4,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
12,1,8,4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
12,2,5,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,1,5,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2,70,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,1,21,4,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA
12,2,19,1,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA
12,1,15,1,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA
12,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,1,36,1,2,6111,6,1108,2,NA,NA,24,4,9,1,6,100
12,2,25,4,1,2342,4,84013,NA,NA,2,20,11,6,8,2,622
12,2,12,1,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA
12,2,10,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
12,1,9,4,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
12,2,6,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,1,54,4,2,6111,6,1108,2,NA,NA,24,0,9,1,6,NA
12,2,40,4,1,3142,7,1108,2,NA,NA,48,0,10,1,3,NA
12,1,21,4,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA
12,2,19,4,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA
12,2,14,4,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA
12,1,11,4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA
12,1,10,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,2,7,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,1,40,1,1,6111,6,1108,2,NA,NA,48,4,9,1,6,400
12,2,27,1,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA
12,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,1,60,1,1,6111,6,1108,2,NA,NA,40,0,9,1,6,400
12,2,52,4,1,3142,7,1108,2,NA,NA,48,0,10,1,3,NA
12,1,21,4,1,3142,7,1108,2,NA,NA,48,8,10,1,3,NA
12,2,16,4,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
