"uf","sexo","idade","cor_raca","numero_trabalhos","ocupacao","posicao","ativi_principal","empressa_com_CNPJ","servidor_publico","carteira","hrs_trab_princ","anos_estudo","posicao_ocupacao","grupo_atividade","grupo_ocupacao","rendimento_mensal"
12,2,17,1,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA
12,1,12,1,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA
12,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,1,49,4,1,6111,6,1108,2,NA,NA,40,0,9,1,6,300
12,2,39,1,1,5120,1,97000,NA,NA,1,40,10,3,11,5,830
12,1,17,4,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA
12,1,16,4,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA
12,2,14,4,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
12,2,11,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
12,1,35,4,1,6111,6,1108,2,NA,NA,40,0,9,1,6,120
12,2,26,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,1,9,4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
12,1,6,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,1,50,4,1,8172,6,2000,2,NA,NA,40,0,9,1,8,400
12,2,45,4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA
12,2,18,4,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA
12,2,15,4,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
12,2,11,4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA
12,1,8,4,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
12,1,20,4,1,7523,7,2000,NA,NA,NA,40,11,10,1,7,NA
12,2,78,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,2,38,4,1,5153,4,84013,NA,1,NA,40,11,7,8,5,950
12,1,38,4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA
12,1,18,4,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
12,2,18,4,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
12,1,15,4,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA
12,1,46,4,1,6111,6,1108,2,NA,NA,40,0,9,1,6,200
12,2,38,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,2,13,4,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
12,2,10,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
12,1,7,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,1,44,4,1,2341,4,85012,NA,1,NA,40,14,7,9,2,1000
12,2,43,4,1,5153,3,81011,NA,NA,1,36,11,1,7,5,937
12,2,19,4,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA
12,2,52,1,1,4110,4,84012,NA,1,NA,40,11,7,8,4,1600
12,1,51,4,1,7112,6,41000,2,NA,NA,20,5,9,3,7,500
12,2,38,4,1,8160,6,10099,2,NA,NA,6,11,9,2,8,50
12,1,15,1,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA
12,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,1,59,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,1,26,4,1,6225,6,3001,2,NA,NA,20,8,9,1,6,800
12,2,22,4,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA
12,2,5,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,2,47,4,1,4110,4,84013,NA,1,NA,40,11,7,8,4,1500
12,1,34,4,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA
12,1,18,4,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA
12,1,14,4,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA
12,2,95,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,2,30,4,1,9111,1,97000,NA,NA,2,48,9,4,11,9,500
12,1,72,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,2,47,1,1,5120,4,85012,NA,1,NA,40,9,7,9,5,1100
12,2,21,1,1,5311,1,97000,NA,NA,2,40,11,4,11,5,400
12,2,20,3,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
12,1,17,1,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA
12,1,25,4,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA
12,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2,44,4,1,1420,5,48030,1,NA,NA,48,10,8,4,1,4000
12,1,33,1,1,7512,7,48030,NA,NA,NA,48,9,10,4,7,NA
12,2,21,1,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA
12,1,19,4,1,7512,7,48030,NA,NA,NA,16,9,10,4,7,NA
12,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2,44,4,1,5221,6,48030,1,NA,NA,56,11,9,4,5,600
12,1,40,4,1,5414,3,33001,NA,NA,1,44,5,1,2,5,1038
12,1,9,4,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
12,1,8,4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
12,2,46,4,1,9112,3,48080,NA,NA,1,48,11,1,4,9,937
12,1,46,4,1,9112,3,48080,NA,NA,1,48,0,1,4,9,937
12,1,7,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,2,47,4,1,9111,1,97000,NA,NA,1,24,3,3,11,9,600
12,1,24,4,1,9313,6,41000,2,NA,NA,44,11,9,3,9,800
12,2,19,4,1,5246,3,56011,NA,NA,1,36,8,1,6,5,937
12,2,22,4,1,9111,1,97000,NA,NA,2,10,9,4,11,9,450
12,2,5,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2,24,4,1,5142,6,96020,2,NA,NA,24,8,9,10,5,500
12,1,63,4,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA
12,2,35,1,1,9412,3,78000,NA,NA,1,48,11,1,7,9,1200
12,2,65,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,1,77,4,1,5212,6,56020,2,NA,NA,30,0,9,6,5,500
12,1,26,4,1,7231,3,45020,NA,NA,2,44,4,2,4,7,1000
12,2,24,4,1,3311,3,64000,NA,NA,2,40,11,2,7,3,2000
12,2,54,4,1,5312,4,85012,NA,1,NA,40,11,7,9,5,2300
12,2,26,1,1,5230,3,48080,NA,NA,1,48,14,1,4,5,1280
12,2,23,4,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA
12,2,20,4,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA
12,2,18,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,1,5,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,1,46,4,1,7522,6,31000,2,NA,NA,40,6,9,2,7,1000
12,2,49,4,1,9111,1,97000,NA,NA,2,8,0,4,11,9,200
12,1,24,4,1,9329,7,31000,NA,NA,NA,30,11,10,2,9,NA
12,2,20,1,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA
12,1,31,4,1,8332,3,49040,NA,NA,1,44,0,1,5,8,1500
12,1,33,1,1,3431,6,74000,2,NA,NA,8,14,9,7,3,300
12,2,23,4,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA
12,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2,31,1,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA
12,1,38,1,2,3411,4,84016,NA,NA,2,40,15,6,8,3,5200
12,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,2,70,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,2,37,4,1,9111,1,97000,NA,NA,2,32,9,4,11,9,800
12,1,20,4,1,2330,4,85013,NA,NA,2,20,14,6,9,2,1200
12,2,18,1,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA
12,2,66,5,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA
12,2,29,5,1,9412,3,56012,NA,NA,2,40,12,2,6,9,600
12,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2,28,4,1,8160,7,10091,NA,NA,NA,40,4,10,2,8,NA
12,1,42,4,1,8160,6,10091,2,NA,NA,40,0,9,2,8,300
12,2,5,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2,12,4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
12,1,10,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,2,40,4,1,8160,6,10091,2,NA,NA,44,3,9,2,8,350
12,1,22,4,1,8160,7,10091,NA,NA,NA,40,10,10,2,8,NA
12,1,19,4,1,8160,7,10091,NA,NA,NA,40,7,10,2,8,NA
12,1,10,4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
12,2,8,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,2,18,4,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA
12,2,22,4,1,8160,7,10091,NA,NA,NA,40,8,10,2,8,NA
12,1,31,4,1,8160,6,10091,2,NA,NA,40,2,9,2,8,300
12,2,5,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,1,7,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,1,25,4,1,8160,6,10091,2,NA,NA,44,11,9,2,8,300
12,2,18,1,1,2342,4,85012,NA,NA,2,24,11,6,9,2,1000
12,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2,37,4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
12,1,21,1,1,8160,6,10091,2,NA,NA,40,8,9,2,8,250
12,1,13,4,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
12,2,10,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
12,1,9,4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
12,1,57,4,1,8160,6,10091,2,NA,NA,40,0,9,2,8,250
12,1,48,4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
12,2,38,4,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA
12,1,50,4,1,8160,6,10091,2,NA,NA,40,4,9,2,8,300
12,1,22,4,1,8160,7,10091,NA,NA,NA,40,11,10,2,8,NA
12,1,13,4,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA
12,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2,36,4,1,8160,7,10091,NA,NA,NA,40,11,10,2,8,NA
12,1,40,4,1,8160,6,10091,2,NA,NA,40,7,9,2,8,300
12,2,19,4,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA
12,1,32,2,1,8160,6,10091,2,NA,NA,48,9,9,2,8,300
12,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,1,40,4,1,8160,6,10091,2,NA,NA,44,0,9,2,8,400
12,2,29,5,1,8160,7,10091,NA,NA,NA,44,0,10,2,8,NA
12,2,6,5,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,1,14,4,1,8160,7,10091,NA,NA,NA,40,3,10,2,8,NA
12,1,9,4,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
12,1,47,4,1,8160,6,10091,2,NA,NA,44,0,9,2,8,300
12,2,37,4,1,8160,7,10091,NA,NA,NA,20,4,10,2,8,NA
12,1,15,4,1,8160,7,10091,NA,NA,NA,20,4,10,2,8,NA
12,1,14,4,1,8160,7,10091,NA,NA,NA,20,6,10,2,8,NA
12,2,11,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
12,1,6,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,2,38,4,1,8160,7,10091,NA,NA,NA,40,2,10,2,8,NA
12,1,49,4,1,8160,6,10091,2,NA,NA,40,0,9,2,8,150
12,1,72,4,1,7112,6,41000,2,NA,NA,40,0,9,3,7,1000
12,2,58,4,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
12,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,1,26,1,1,7114,3,23099,NA,NA,2,44,11,2,2,7,1100
12,2,16,1,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA
12,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,1,60,4,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA
12,2,62,4,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
12,1,20,4,1,9212,6,1201,2,NA,NA,40,6,9,1,9,930
12,1,51,4,1,9212,6,1201,2,NA,NA,40,2,9,1,9,600
12,2,36,1,1,5243,6,48030,2,NA,NA,30,7,9,4,5,1000
12,1,40,1,1,5243,6,48030,2,NA,NA,30,9,9,4,5,1000
12,1,19,4,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA
12,1,16,1,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA
12,1,37,4,1,8322,3,49030,NA,NA,1,40,6,1,5,8,1500
12,2,32,1,1,2342,4,85012,NA,1,NA,40,15,7,9,2,1200
12,2,7,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,1,51,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
12,2,16,4,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA
12,2,41,4,1,9111,1,97000,NA,NA,1,18,11,3,11,9,937
12,1,65,4,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA
12,2,21,4,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA
12,2,20,4,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA
12,2,15,4,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA
12,2,49,1,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA
12,1,52,1,1,5223,6,23099,1,NA,NA,40,13,9,2,5,1500
12,1,18,1,1,5223,6,23099,1,NA,NA,40,11,9,2,5,3000
12,2,65,4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA
12,1,70,1,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA
12,1,31,4,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA
12,1,48,4,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA
12,2,32,4,1,3221,4,86001,NA,1,NA,30,15,7,9,3,1800
12,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2,46,4,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA
12,1,18,1,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA
12,1,41,4,1,2342,4,85012,NA,1,NA,20,14,7,9,2,2300
12,2,50,4,1,9111,1,97000,NA,NA,2,20,6,4,11,9,200
12,1,19,4,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA
12,2,16,4,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA
12,1,15,4,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA
12,1,11,4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
12,1,82,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
12,2,72,4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
12,1,29,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
12,1,14,1,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA
12,2,64,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,1,49,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,1,13,1,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA
12,1,40,4,1,8189,4,84013,NA,NA,2,40,4,6,8,8,937
12,2,37,4,1,5223,3,48042,NA,NA,1,40,9,1,4,5,937
12,1,13,4,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA
12,1,10,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
12,1,7,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,1,41,2,1,5223,3,48030,NA,NA,2,40,11,2,4,5,800
12,1,79,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,1,18,4,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA
12,2,51,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,1,30,1,1,5223,3,48080,NA,NA,1,40,11,1,4,5,937
12,1,26,1,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA
12,1,42,4,1,5221,6,48030,2,NA,NA,40,0,9,4,5,300
12,2,26,4,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA
12,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,1,14,4,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA
12,2,12,4,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA
12,1,75,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
12,2,74,1,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA
12,2,54,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,1,33,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,1,23,4,1,5211,6,48100,2,NA,NA,52,11,9,4,5,400
12,2,19,4,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA
12,2,48,4,1,5221,6,48030,2,NA,NA,40,4,9,4,5,937
12,1,52,4,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
12,2,27,4,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA
12,1,25,4,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA
12,1,22,4,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA
12,2,15,4,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA
12,1,44,4,1,5211,6,48100,2,NA,NA,40,0,9,4,5,300
12,2,50,4,1,5211,6,48100,2,NA,NA,40,0,9,4,5,300
12,1,28,4,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA
12,2,26,4,1,5223,3,48042,NA,NA,1,40,11,1,4,5,937
12,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,1,43,2,1,5212,6,56020,2,NA,NA,40,0,9,6,5,900
12,2,57,4,1,2342,4,85012,NA,1,NA,20,11,7,9,2,2400
12,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,1,27,4,1,9211,6,1117,2,NA,NA,40,9,9,1,9,1000
12,2,28,4,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA
12,1,7,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,1,42,4,1,9211,3,1108,NA,NA,2,30,4,2,1,9,900
12,2,33,4,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA
12,2,15,4,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA
12,1,10,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
12,1,7,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,2,41,1,1,9111,1,97000,NA,NA,2,48,4,4,11,9,880
12,1,67,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,2,63,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
12,1,37,2,1,6121,3,1201,NA,NA,1,44,4,1,1,6,1500
12,2,26,2,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA
12,2,6,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,1,5,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,1,19,4,1,9212,3,1201,NA,NA,2,40,5,2,1,9,500
12,2,19,4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA
12,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,1,61,4,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
12,2,63,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
12,1,27,4,1,6121,6,1201,2,NA,NA,48,4,9,1,6,1500
12,2,21,4,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA
12,1,33,4,1,9211,6,1117,2,NA,NA,40,3,9,1,9,800
12,2,25,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
12,1,10,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
12,1,7,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
12,1,62,4,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA
12,2,58,4,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
12,1,35,4,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
12,2,33,4,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA
12,2,23,1,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA
12,1,21,4,1,9211,6,1117,2,NA,NA,30,8,9,1,9,700
12,1,35,4,1,9212,3,1201,NA,NA,2,36,4,2,1,9,700
12,2,15,4,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA
12,2,15,4,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA
12,2,13,4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA
12,2,11,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
12,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
