"uf","sexo","idade","cor_raca","numero_trabalhos","ocupacao","posicao","ativi_principal","empressa_com_CNPJ","servidor_publico","carteira","hrs_trab_princ","anos_estudo","posicao_ocupacao","grupo_atividade","grupo_ocupacao","rendimento_mensal"
12,1,19,4,1,7231,3,45040,NA,NA,2,40,11,2,4,7,150
12,1,15,4,1,7231,3,45020,NA,NA,2,40,9,2,4,7,150
12,2,8,4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
12,1,5,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,2,59,2,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,1,23,4,1,5131,3,56011,NA,NA,2,15,11,2,6,5,160
12,1,14,4,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA
12,1,92,2,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,1,31,4,1,7322,3,18000,NA,NA,1,40,11,1,2,7,1400
12,1,27,4,1,5132,3,56011,NA,NA,2,54,8,2,6,5,1200
12,2,37,1,1,9111,1,97000,NA,NA,1,40,10,3,11,9,1000
12,2,21,1,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA
12,2,17,1,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA
12,1,16,1,1,9621,3,48080,NA,NA,2,60,8,2,4,9,1000
12,1,13,1,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
12,1,10,4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
12,1,7,4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
12,2,5,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,1,21,1,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA
12,1,77,4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
12,2,70,4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA
12,1,44,4,1,9333,6,52010,2,NA,NA,30,4,9,5,9,850
12,2,21,4,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA
12,2,92,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,1,35,2,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA
12,2,38,4,1,9111,1,97000,NA,NA,2,40,0,4,11,9,500
12,1,43,2,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA
12,1,11,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
12,2,7,4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
12,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2,15,4,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA
12,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,1,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2,33,4,1,4110,3,78000,NA,NA,1,40,15,1,7,4,2000
12,2,20,2,1,9111,1,97000,NA,NA,1,30,2,3,11,9,450
12,2,62,2,1,5221,6,48030,2,NA,NA,50,0,9,4,5,100
12,1,59,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,1,19,4,1,6111,6,1119,2,NA,NA,40,9,9,1,6,930
12,1,14,4,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA
12,1,20,4,1,7231,6,45020,2,NA,NA,40,10,9,4,7,937
12,1,19,4,1,5223,6,48080,2,NA,NA,40,11,9,4,5,900
12,1,34,4,1,5141,6,96020,2,NA,NA,20,0,9,10,5,500
12,2,43,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,1,39,4,1,7115,3,16002,NA,NA,2,44,0,2,2,7,1500
12,2,50,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,1,8,4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
12,1,72,4,1,9520,6,48100,2,NA,NA,30,0,9,4,9,200
12,1,14,4,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA
12,1,35,4,1,9122,3,49030,NA,NA,1,56,11,1,5,9,937
12,2,40,2,1,9112,3,81011,NA,NA,1,30,8,1,7,9,937
12,2,23,4,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA
12,1,21,2,1,210,2,84014,NA,NA,NA,44,8,7,8,10,1800
12,1,13,4,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA
12,2,12,4,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
12,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,1,68,4,1,6111,6,1108,2,NA,NA,20,0,9,1,6,600
12,2,57,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,1,51,4,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
12,2,44,4,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA
12,1,16,4,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA
12,1,68,1,1,6221,6,3002,2,NA,NA,24,1,9,1,6,500
12,1,77,4,1,9212,3,1201,NA,NA,2,40,0,2,1,9,937
12,1,44,4,1,6121,3,1201,NA,NA,1,44,5,1,1,6,1100
12,1,9,4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
12,1,48,4,1,9111,1,97000,NA,NA,1,36,4,3,11,9,1600
12,2,30,1,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA
12,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2,11,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
12,1,24,4,1,3344,3,86002,NA,NA,1,40,15,1,9,3,1000
12,2,24,4,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA
12,1,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2,8,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,2,26,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,1,27,1,1,7513,6,10030,2,NA,NA,48,0,9,2,7,700
12,2,11,4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA
12,1,10,4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
12,2,7,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,1,69,4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA
12,2,69,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
12,1,43,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,2,39,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,1,11,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
12,1,40,4,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
12,2,38,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,1,13,4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA
12,2,11,4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA
12,1,10,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
12,1,37,4,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA
12,1,48,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
12,2,43,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
12,1,24,4,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
12,1,23,4,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA
12,2,21,4,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA
12,1,9,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
12,2,31,4,1,6121,3,1201,NA,NA,2,40,1,2,1,6,1000
12,2,46,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,1,51,1,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA
12,1,60,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,2,23,4,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
12,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,1,30,4,1,6121,3,1201,NA,NA,2,48,4,2,1,6,937
12,2,42,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,1,17,4,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA
12,2,68,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,1,44,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,1,52,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,2,45,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,1,59,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,2,56,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
12,2,28,4,1,2341,4,85012,NA,NA,2,40,14,6,9,2,937
12,1,25,1,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
12,2,7,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,2,13,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
12,2,36,4,1,3341,3,81011,NA,NA,1,40,11,1,7,3,1400
12,1,37,4,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
12,2,20,4,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA
12,2,19,4,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA
12,1,16,4,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA
12,2,65,2,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,2,37,2,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
12,1,31,2,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA
12,1,28,2,1,9313,3,41000,NA,NA,1,40,10,1,3,9,937
12,2,15,2,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA
12,2,12,4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA
12,2,8,4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
12,2,7,2,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,1,5,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,1,50,4,1,7124,4,84013,NA,2,1,40,2,5,8,7,3000
12,2,39,1,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
12,1,23,1,1,7124,4,42000,NA,NA,2,40,11,6,3,7,2000
12,2,12,4,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
12,1,34,4,1,7112,3,41000,NA,NA,1,40,11,1,3,7,1500
12,2,35,1,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA
12,2,6,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,2,63,1,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
12,2,60,4,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA
12,2,28,4,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA
12,2,8,4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
12,2,68,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,1,40,4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA
12,2,25,4,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA
12,1,12,1,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
12,1,12,4,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
12,2,11,4,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
12,2,47,4,1,9112,3,85012,NA,NA,1,40,5,1,9,9,937
12,1,23,4,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA
12,2,35,4,1,4120,3,82001,NA,NA,1,40,13,1,7,4,1874
12,2,29,4,1,4229,3,86001,NA,NA,2,40,15,2,9,4,1200
12,2,15,4,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
12,1,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2,44,4,1,9111,1,97000,NA,NA,2,30,8,4,11,9,900
12,2,11,4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA
12,2,43,4,1,3221,4,86001,NA,1,NA,40,12,7,9,3,2200
12,1,48,4,1,5153,3,80000,NA,NA,1,40,6,1,7,5,1300
12,2,17,4,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA
12,1,11,4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA
12,2,43,4,1,9112,3,81011,NA,NA,1,40,11,1,7,9,937
12,1,51,4,1,7112,6,41000,2,NA,NA,40,8,9,3,7,1500
12,1,16,4,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA
12,1,26,4,1,7131,6,43000,2,NA,NA,30,8,9,3,7,1500
12,2,20,4,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA
12,1,26,4,1,9212,3,1201,NA,NA,2,40,11,2,1,9,1200
12,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2,41,4,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA
12,1,21,1,1,5141,6,96020,2,NA,NA,40,10,9,10,5,800
12,2,22,4,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA
12,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,1,40,4,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA
12,2,36,4,1,9520,6,48100,2,NA,NA,20,11,9,4,9,400
12,2,15,4,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA
12,1,13,4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
12,2,8,4,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
12,1,53,5,1,9611,4,84013,NA,1,NA,40,1,7,8,9,937
12,2,56,5,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
12,1,26,5,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA
12,1,24,4,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA
12,1,23,4,1,9329,3,31000,NA,NA,2,44,11,2,2,9,937
12,2,87,5,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,1,52,4,1,9212,3,1201,NA,NA,2,40,0,2,1,9,1000
12,2,51,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,1,25,4,1,9333,3,48050,NA,NA,1,44,11,1,4,9,937
12,1,21,4,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA
12,1,28,4,1,7112,3,42000,NA,NA,2,40,10,2,3,7,1500
12,2,26,4,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA
12,1,9,4,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
12,1,6,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2,49,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
12,1,21,4,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA
12,1,20,4,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA
12,1,19,4,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA
12,1,17,4,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA
12,2,18,4,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
12,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2,61,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,1,23,4,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
12,1,18,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
12,2,15,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
12,2,18,4,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
12,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2,45,2,1,1219,4,84013,NA,NA,2,40,15,6,8,1,5500
12,1,23,2,1,9212,3,1201,NA,NA,2,40,8,2,1,9,937
12,2,19,2,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA
12,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2,36,4,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
12,1,38,4,1,7231,3,45020,NA,NA,2,44,11,2,4,7,1400
12,1,8,4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
12,2,5,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,1,56,4,1,9333,3,48050,NA,NA,1,40,4,1,4,9,937
12,2,42,4,1,9111,1,97000,NA,NA,2,25,10,4,11,9,550
12,1,60,4,1,9329,3,16001,NA,NA,1,40,0,1,2,9,937
12,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,1,17,4,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA
12,2,39,4,1,9111,1,97000,NA,NA,2,30,0,4,11,9,300
12,2,16,4,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA
12,2,13,4,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
12,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2,41,4,1,2341,4,85012,NA,NA,2,30,15,6,9,2,1600
12,1,41,1,1,5212,6,56020,2,NA,NA,45,12,9,6,5,2000
12,2,22,1,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA
12,1,17,1,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
12,1,16,4,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA
12,2,18,1,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA
12,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2,49,4,1,9111,1,97000,NA,NA,1,44,11,3,11,9,937
12,2,26,4,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA
12,1,23,4,1,5245,3,48060,NA,NA,1,40,11,1,4,5,1200
12,1,27,4,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA
12,1,5,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,1,60,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,2,33,4,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA
12,1,13,4,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA
12,2,6,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,1,33,4,1,7112,6,41000,2,NA,NA,25,10,9,3,7,350
12,2,32,1,1,9111,1,97000,NA,NA,2,20,7,4,11,9,300
12,2,12,4,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
12,1,10,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
12,2,7,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,2,5,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,1,34,4,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
12,2,35,4,1,5120,3,56011,NA,NA,1,40,12,1,6,5,1100
12,1,11,4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA
12,2,41,4,1,3253,4,86002,NA,2,2,40,13,6,9,3,1250
12,1,35,4,1,5163,3,96030,NA,NA,1,40,11,1,10,5,1200
12,1,21,4,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA
12,1,19,4,1,5242,3,48030,NA,NA,1,40,8,1,4,5,937
12,1,17,4,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA
12,2,16,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,1,21,4,1,9122,3,45010,NA,NA,1,44,4,1,4,9,1100
12,1,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2,40,2,1,9111,1,97000,NA,NA,2,30,7,4,11,9,937
12,2,22,1,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
12,1,20,2,1,3115,3,43000,NA,NA,2,40,12,2,3,3,500
12,2,6,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,1,6,2,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,1,14,1,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
12,1,12,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
12,2,10,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
12,2,44,1,1,9111,1,97000,NA,NA,2,30,12,4,11,9,500
12,1,39,2,1,7131,6,43000,2,NA,NA,35,8,9,3,7,700
12,1,11,4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA
12,2,5,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,2,58,4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA
12,1,14,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
12,2,33,2,1,9111,1,97000,NA,NA,2,20,8,4,11,9,350
12,2,44,4,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA
12,1,29,4,1,8332,3,49040,NA,NA,1,44,7,1,5,8,1200
12,1,45,4,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA
12,1,53,1,1,8160,6,10091,2,NA,NA,40,0,9,2,8,200
12,2,43,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,1,21,4,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
12,2,17,4,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA
12,2,15,4,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
12,2,11,4,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
12,1,42,4,1,6121,6,1201,2,NA,NA,30,0,9,1,6,300
12,2,48,4,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
12,1,20,4,1,6121,7,1201,NA,NA,NA,20,7,10,1,6,NA
12,2,19,4,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA
12,2,19,4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA
12,1,41,4,1,6121,6,1201,2,NA,NA,40,3,9,1,6,450
12,2,43,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,2,16,4,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA
12,2,15,4,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA
12,1,14,4,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
12,1,12,4,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA
12,2,10,4,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
12,1,7,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2,18,4,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA
12,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,1,76,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,1,58,4,1,6121,6,1204,2,NA,NA,30,0,9,1,6,300
12,2,48,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,1,25,4,1,6121,7,1204,NA,NA,NA,30,4,10,1,6,NA
12,2,7,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,1,30,1,1,6121,6,1204,2,NA,NA,30,3,9,1,6,150
12,2,26,4,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
12,1,9,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,1,56,4,1,6121,6,1201,2,NA,NA,30,0,9,1,6,300
12,2,53,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
12,1,74,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
12,1,56,4,1,8160,6,10091,2,NA,NA,40,0,9,2,8,250
12,2,47,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
